CI	ast_fraglike	ast_fraglike_ext	ast_violation	a_don	a_ICM	BCUT_SLOGP_1	BCUT_SLOGP_3	BCUT_SMR_0	b_1rotN	b_double	chiral_u	density	FCharge	GCUT_PEOE_1	GCUT_PEOE_2	GCUT_SLOGP_1	GCUT_SLOGP_2	GCUT_SMR_1	lip_violation	logP.o.w.	opr_leadlike	PEOE_PC.	PEOE_PC..1	PEOE_RPC.	PEOE_RPC..1	PEOE_VSA.1	PEOE_VSA.2	PEOE_VSA.3	PEOE_VSA.4	PEOE_VSA.1.1	PEOE_VSA.2.1	PEOE_VSA.3.1	PEOE_VSA.4.1	PEOE_VSA.5.1	PEOE_VSA.6.1	PEOE_VSA_FHYD	PEOE_VSA_FPNEG	PEOE_VSA_FPPOS	PEOE_VSA_NEG	PEOE_VSA_PNEG	PEOE_VSA_POL	PEOE_VSA_PPOS	reactive	SlogP_VSA0	SlogP_VSA1	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA6	SMR_VSA1	SMR_VSA2	SMR_VSA3	SMR_VSA4	vsa_acc	vsa_base	vsa_don	vsa_other	vsa_pol	Ms	ARR	nCIR	nAB	nH	nN	nO	nR05	nR07	nR08	TI2	J	Jhetp	MAXDN	MAXDP	S3K	PW2	D.Dr05	D.Dr06	D.Dr08	D.Dr09	D.Dr10	T.Cl..Cl.	SRW05	MPC10	PCR	X0Av	X1Av	ATS7m	MATS3m	MATS4m	MATS5m	MATS1v	MATS2v	MATS3v	MATS8v	MATS3p	MATS4p	GATS1m	GATS2m	GATS3m	GATS8m	GATS3v	GATS8v	GATS3e	GATS5e	GATS7e	GATS8e	GATS1p	GATS3p	JGI1	JGI3	JGI5	JGI7	JGI8	JGI9	JGI10	JGT	DP20	J3D	PJI3	L.Bw	AROM	DISPm	DISPv	DISPe	G.N..N.	G.N..O.	G.N..S.	G.N..Cl.	G.O..O.	G.S..S.	nCs	nCrs	nCrt	nCbH	nCb.	nCconj	nArCOOR	nRCONH2	nRCONHR	nRCONR2	nROCON	nArCO	nC..N.N2	nArNH2	nArNHR	nRNR2	nArOH	nOHp	nOHs	nOHt	nRSR	nArX	nBeta.Lactams	nOxolanes	nThiazoles	nHBonds	C.003	C.007	C.008	C.009	C.011	C.016	C.017	C.018	C.019	C.025	C.028	C.031	C.032	C.033	C.037	C.040	C.041	C.043	C.044	H.048	H.049	H.053	O.056	O.059	N.066	N.067	N.068	N.072	N.074	Cl.089	S.107	S.108	S.110	Hy	MLOGP	ALOGP	LAI	GVWAI.50	Inflammat.80	Inflammat.50	Depressant.80	Psychotic.80	Hypertens.80	Hypertens.50	Hypnotic.80	Hypnotic.50	Neoplastic.80	Neoplastic.50	Infective.50	ALOGPS_logP	ALOGPS_logS
0.12	0	0	3	6	1.5315847	-0.42870411	2.7514079	-2.5616362	4	9	9	0.83287543	1	-0.3815136	0.051117383	-0.33533502	0.082114041	-0.1967416	3	3.1659999	0	4.8305459	-3.8305459	0.07570263	0.091121502	73.626251	83.54203	110.09152	8.458519	0	9.4210396	27.133842	32.816418	54.267685	10.015024	0.72485232	0.12793915	0.14720853	165.271	97.099129	208.82269	111.72356	1	126.17886	27.381262	106.59869	99.143539	78.109917	0	90.157356	78.927391	58.231651	5.2434282	61.778954	0	15.103616	48.18737	131.15025	2.51	0.095	15	6	59	4	12	1	0	0	3.487	1.479	1.265	3.31	7.686	9.405	0.602	81.538	340.761	0	148.569	171.466	0	10	535	1.399	0.602	0.32	5.053	-0.159	0.061	-0.114	-0.119	-0.073	-0.159	0.129	-0.158	0.068	0.856	0.925	1.114	0.851	1.111	0.841	1.114	1.205	1.087	0.852	0.892	1.108	0.222	0.058	0.033	0.015	0.013	0.01	0.008	0.535	1.158	4.625	0.727	1.29	0.965	7.196	7.5	0.134	12.796	209.11	0	0	313.505	0	5	5	4	0	6	11	0	0	1	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	6	4	0	4	0	0	4	2	2	2	4	0	0	0	0	0	2	0	0	0	2	0	6	2	2	0	1	1	1	0	0	0	0	0	3.345	-3.117	0.064	1	0	0	0	0	0	0	0	0	0	0	0	0	1.07	-4.99
0.1	1	0	0	3	1.4181427	-0.53807992	2.5634677	-2.4842377	6	0	2	0.78149647	1	-0.38182941	0.18695903	-0.30658844	0.16445385	-0.21605732	0	2.836	1	1.6104487	-0.61044878	0.22357647	0.34613091	29.408449	38.408108	0	8.458519	0	0	27.133842	13.566921	0	0	0.82163823	0.049359396	0.12900235	74.526291	13.566921	49.024498	35.457577	0	94.166428	0	3.9819686	18.439579	6.37115	0	94.166428	0	27.308624	0	0	5.6825762	5.6825762	0	46.383339	2.4	0.545	2	12	22	1	3	0	0	0	5.243	1.609	1.522	1.898	4.268	4.653	0.577	0	160.136	0	0	0	0	0	30	1.384	0.583	0.332	3.001	-0.086	-0.219	-0.196	-0.027	-0.13	-0.067	-0.123	-0.057	-0.252	0.597	0.873	1.038	1	1.023	0.964	1.039	0.981	0.779	1.003	0.635	1.017	0.205	0.04	0.026	0.013	0.011	0.005	0.007	0.462	0.323	4.74	0.97	11.76	1	0.972	1.664	0.036	0	10.836	0	0	18.584	0	3	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.705	-1.529	1.374	0	1	0	0	0	0	1	1	1	0	1	1	0	-0.97	-4.06
0.090000004	0	0	4	4	1.6152467	-0.46021175	2.636477	-2.4653656	18	3	4	0.81797171	0	-0.38844505	0.062127329	-0.29156563	0.13883604	-0.20909584	3	5.0040002	0	2.8652408	-2.8652408	0.13395847	0.10241769	74.424538	47.298565	97.037285	0	17.784555	0	0	57.748489	27.435829	0	0.80496031	0.12327553	0.071764171	269.65552	85.184319	134.77391	49.589584	0	79.41748	54.10075	53.276661	0	15.826669	4.4107962	62.080601	58.443047	34.241222	0	52.065914	0	17.047728	52.093342	82.680565	2.29	0.415	4	22	48	6	5	2	0	0	7.346	1.387	1.119	2.382	6.867	13.119	0.576	391.79	448.244	0	0	0	0	20	152	1.265	0.618	0.35	4.642	-0.008	-0.016	0.037	-0.119	0.284	-0.077	-0.169	-0.06	-0.159	1.01	1.027	0.754	0.728	1.102	1.203	1.097	1.127	1.251	1.238	0.844	0.995	0.208	0.046	0.02	0.012	0.008	0.009	0.006	0.432	4.994	4.625	0.924	2.27	1	4.946	2.999	0.081	62.786	97.191	47.482	0	29.156	4.702	7	0	0	10	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	2	0	4	0	0	0	0	0	0	2	1	0	0	1	0	1	2	1	0	1	2	2	1	0	0	0	0	4	0	0	2	0	0	1.317	1.524	5.512	1	0	0	0	0	0	0	0	0	0	0	0	0	4.41	-5.76
0.75	1	0	0	1	1.3020605	-0.3829473	2.7008233	-2.607074	4	1	1	0.72698939	1	-0.30672377	0.056773793	-0.26744702	0.094254218	-0.18360822	0	3.5899999	1	1.5983546	-0.59835458	0.2008218	0.44024998	54.125034	0	0	0	0	0	0	5.6825762	13.566921	0	0.72539598	0.066492438	0.20811155	71.092056	19.249496	79.497589	60.248093	0	3.1243138	23.269535	27.844185	36.879158	6.37115	0	0	0	10.353119	20.767498	13.566921	0	5.6825762	12.949531	19.249496	2.01	0.286	2	6	27	2	1	0	0	0	3.638	1.925	1.627	1.467	5.625	3.691	0.566	0	135.513	0	0	0	0	0	35	1.286	0.652	0.381	3.004	0.129	-0.274	-0.359	-0.124	0.09	0.155	0.166	0.165	-0.277	0.784	0.784	0.975	0	1.01	0	0.971	2.147	0.093	0	0.915	1.029	0.167	0.052	0.027	0.009	0.012	0.004	0.012	0.439	0	5.796	0.852	2.9	1	4.254	5.211	0.03	2.183	1.65	0	0	0	0	5	4	0	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.262	-0.807	2.4	0	1	1	0	1	0	1	0	0	0	1	1	0	3.15	-5.45
0.2	0	0	2	0	1.7140071	-0.51768804	2.5305169	-2.2573504	7	2	1	0.83636147	-1	-0.43865639	0.067564838	-0.35242429	0.14681962	-0.18986946	0	2.6210001	1	1.1015418	-2.1015418	0.15097269	0.22362463	79.791618	46.415661	22.058474	0	19.760618	0	0	5.6825762	5.6825762	29.637598	0.87858433	0.12141566	0	94.588898	41.00275	41.00275	0	0	14.124202	25.668255	26.638172	39.365837	3.185575	0	27.785418	21.135065	11.204958	2.3279202	41.00275	0	0	39.065685	41.00275	2.38	0.444	3	12	18	3	3	1	0	0	5.911	1.274	1.088	2.063	4.535	4.894	0.574	82.32	189.109	0	0	0	0	10	66	1.394	0.583	0.324	3.292	0.063	-0.085	-0.106	-0.154	0.055	-0.148	0.365	-0.192	0.09	0.985	1.221	0.705	0.703	1.085	0.636	1.05	1.011	1.295	0.663	0.861	1.052	0.185	0.049	0.022	0.012	0.008	0.006	0.006	0.402	1.624	3.348	0.987	12.69	1	10.491	4.827	0.277	12.671	34.953	13.636	0	11.746	0	2	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	-0.711	2.719	3.99	0	1	1	0	1	1	1	0	0	0	1	0	0	2.53	-3.27
0.40000001	1	0	0	3	1.4144253	-0.32323009	2.5976641	-2.5249243	4	0	1	0.79470241	1	-0.30980682	0.15927792	-0.27229118	-0.0019296325	-0.16044952	0	1.529	1	1.6176405	-0.61764055	0.24225923	0.34826046	93.907928	8.458519	0	22.058474	0	0	13.566921	27.133842	0	0	0.68277574	0.11042304	0.20680125	56.509258	27.133842	77.95034	50.816502	0	94.166428	0	0	18.439579	6.37115	0	94.166428	0	18.083227	0	0	5.6825762	5.6825762	0	46.383339	2.5	0.353	1	6	22	1	3	0	0	0	3.575	2.393	2.229	1.93	4	4.44	0.592	0	61.878	0	0	0	0	0	10	1.249	0.634	0.349	2.494	-0.128	-0.034	-0.448	-0.051	-0.137	-0.102	-0.051	-0.09	-0.066	0.651	0.791	1.078	0.79	1.046	0.764	1.081	1.581	0.166	0.793	0.695	1.03	0.324	0.048	0.039	0.021	0.026	0	0	0.635	0.001	7.01	0.856	7.93	1	5.859	3.51	0.175	0	11.261	0	0	8.991	0	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3.001	-2.551	-0.314	0	0	0	0	0	0	1	0	0	0	1	0	0	-2.2	-2.93
0.050000001	0	0	3	5	1.4855126	-0.53807992	2.8987865	-2.6888113	12	4	6	0.79353672	1	-0.39001176	0.069661945	-0.35130194	0.13150045	-0.21605732	3	3.3139999	0	3.4620044	-2.4620044	0.093147159	0.10906871	40.525082	29.207598	6.6995511	8.458519	0	17.742489	0	36.297226	54.267685	0	0.68263876	0.14507255	0.17228867	189.55841	90.564911	198.12012	107.55521	0	115.43898	37.820663	90.001205	36.879158	38.626129	0	42.170757	62.853844	24.356878	37.614288	59.95026	0	34.790218	51.798122	108.3074	2.33	0.321	7	17	51	6	5	0	0	0	6.497	1.277	1.061	2.626	6.836	10.178	0.587	0	840.45	0	0	551.721	0	0	234	1.338	0.589	0.333	4.64	0.15	-0.24	0.088	-0.087	0.061	0.193	-0.087	0.211	-0.226	0.698	0.724	0.75	1.18	0.743	1.178	0.751	1.21	1.247	1.179	0.787	0.743	0.226	0.041	0.025	0.016	0.01	0.009	0.007	0.468	6.296	4.05	0.928	5.83	1	8.255	8.65	0.134	61.319	98.325	0	0	38.232	0	11	6	2	9	3	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	2	0	4	0	1	0	0	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	3.49	-2.052	2.32	1	0	0	0	0	0	0	0	0	0	0	0	0	1.9	-6.16
0.38999999	1	0	0	0	1.3481061	-0.51992434	2.5284414	-2.1756787	4	2	1	0.77553517	-1	-0.45985454	0.066900752	-0.32548583	0.14711864	-0.21064061	0	3.714	1	0.40630212	-1.4063021	0.48125646	0.39027426	16.917038	0	8.458519	0	0	0	0	0	13.566921	27.133842	0.83345765	0.16654237	0	90.334785	40.700764	40.700764	0	1	42.683342	7.151619	23.862217	0	33.418941	4.4107962	0	0	13.967521	0	40.700764	0	0	23.167019	40.700764	2.67	0.6	2	12	13	0	3	0	0	0	3.343	1.885	2.22	2.815	5.228	2.888	0.578	0	128.564	0	0	0	0	0	32	1.459	0.551	0.299	2.846	-0.152	-0.208	-0.19	0.009	0.202	-0.152	-0.287	-0.152	-0.208	0.534	0.528	1.018	1.425	1.018	1.425	1.018	1.134	0.509	1.425	0.534	1.018	0.175	0.051	0.025	0.014	0.01	0.01	0.012	0.441	0	4.543	0.888	2.85	1	3.191	2.656	0.159	0	0	0	0	9.384	0	0	0	0	9	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.828	3.374	2.658	0	1	1	0	1	0	1	0	1	1	1	0	1	3.04	-4.29
0.31	0	0	3	2	1.8316647	-0.53417844	2.713469	-2.2835956	8	2	3	0.91901058	0	-0.414042	0.052031007	-0.38687831	0.13482846	-0.20547295	1	3.19174	0	2.5942318	-2.5942318	0.11638378	0.12555072	19.145102	68.833534	84.715958	12.949531	59.163895	17.742489	0	45.583443	27.133842	5.0075121	0.79527879	0.14759433	0.057126917	202.05667	77.7248	107.80846	30.083664	0	81.800751	61.813568	62.329113	18.439579	6.37115	7.0012131	50.509315	3.0692947	31.823156	35.653934	64.157875	0	17.742489	36.004669	95.467285	2.62	0.4	6	18	27	3	7	2	0	0	3.022	1.601	1.528	5.505	7.489	4.814	0.599	185.463	346.713	0	169.425	0	7	20	439	1.388	0.595	0.329	5.075	-0.132	-0.066	-0.081	-0.162	0.121	0.016	0.21	0.106	-0.306	0.801	0.85	0.981	1.001	0.934	0.702	1.018	0.852	1.003	0.91	1.218	0.92	0.222	0.068	0.032	0.015	0.012	0.01	0.009	0.548	0.185	3.621	0.975	2.16	1	6.425	7.391	0.087	7.845	54.274	5.449	24.542	69.078	0	4	4	1	10	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	1	0.813	1.63	4.187	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74	-4.91
0.23999999	0	0	1	2	1.7273967	-0.51746422	2.4952168	-2.2277255	2	4	2	0.89676875	0	-0.44621676	0.10635471	-0.39539304	0.10893057	-0.22545591	0	-1.0140001	1	1.4599044	-1.4599044	0.24298756	0.22420201	22.508045	0	8.458519	35.008007	0	0	5.6825762	27.133842	13.566921	2.503756	0.47351134	0.20944886	0.31703982	48.887096	43.204517	108.6026	65.398079	0	43.395977	13.213054	47.370575	20.926258	0	0	28.509541	18.01075	15.694046	0	29.637598	0	5.6825762	43.339603	48.887096	2.82	0	2	0	12	2	4	1	0	0	2.443	1.936	1.37	2.191	4.505	2.13	0.587	41.692	50.608	0	0	0	0	10	19	1.201	0.545	0.287	2.335	-0.305	0.227	-0.251	-0.257	0.147	-0.357	-1.153	-0.38	0.241	0.939	0.718	1.194	2.552	1.251	2.452	1.188	1.15	1.193	2.56	1.035	1.278	0.235	0.053	0.034	0.021	0.015	0	0	0.532	0	3.979	0.929	4.48	0	5.429	2.695	0.222	0	12.243	0	0	18.06	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	1	0	0	0	2	0	0	0	0	0	0.573	0.139	-0.515	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.73	-0.74
0.66000003	0	0	1	0	1.4495745	-0.48773474	2.6939707	-2.6276357	9	1	0	0.77184922	1	-0.3738535	0.059846453	-0.24768846	0.13291675	-0.19779466	0	3.789	1	2.2117178	-1.2117178	0.13154224	0.28815803	38.31654	31.616989	77.477524	12.949531	21.969158	0	0	0	13.566921	2.503756	0.77484679	0.040240388	0.18491282	69.656822	16.070677	89.918724	73.848053	0	6.2486277	5.2587838	34.862103	76.244995	1.3584013	0	0	3.1243138	1.3584013	2.7567475	16.070677	0	0	12.949531	16.070677	2.01	0.379	3	11	31	2	2	1	0	0	3.727	1.624	1.351	1.49	5.919	4.912	0.56	92.871	200.681	0	0	0	0	10	80	1.263	0.642	0.378	3.412	-0.009	0.036	-0.027	-0.133	0.039	-0.02	-0.154	0.019	-0.154	0.972	1.055	0.403	1.301	1.017	0.961	1.03	1.102	0.932	0.826	0.929	0.745	0.172	0.051	0.017	0.015	0.009	0.008	0.005	0.409	0.153	5.186	0.895	5.55	1	1.996	0.839	0.049	2.343	7.748	8.092	0	3.277	0	4	2	1	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	4	0	1	0	0	0	1	0	0	1	0	0	-0.382	-0.644	1.67	0	0	1	0	0	0	1	1	0	0	1	0	0	3.72	-5.59
0.47	0	0	2	0	1.572346	-0.52616054	2.5943413	-2.0299234	4	3	0	0.83659172	-1	-0.47565019	0.039765757	-0.3007763	0.12085744	-0.18503717	0	3.4909999	1	0.9667753	-1.9667753	0.3269996	0.31134886	62.133984	9.0208454	4.1846013	0	0	0	0	11.908636	0	43.142105	0.72333819	0.17620632	0.10045549	81.901932	55.050739	86.435249	31.384512	0	42.683342	25.549852	52.532639	0	9.5567245	0	14.960114	10.671752	12.7423	6.37115	43.142105	0	0	27.845207	43.142105	2.67	0.444	4	12	16	0	3	1	0	0	3.48	1.638	2.031	2.861	5.64	3.473	0.592	54.247	142.116	0	101.932	0	0	10	119	1.492	0.585	0.343	3.52	-0.017	-0.001	-0.046	-0.017	0.119	0.01	-0.215	0.011	-0.041	1.16	0.679	0.662	2.351	0.545	1.345	0.579	1.166	0.853	1.395	0.887	0.533	0.222	0.061	0.038	0.015	0.016	0.011	0.01	0.514	0.034	3.81	0.89	3.82	1	2.75	1.434	0.169	0	0	0	0	13.823	0	1	0	0	7	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.79	4.277	2.936	0	1	1	0	1	1	1	1	0	0	1	1	1	3.38	-3.85
0.81	0	0	2	0	1.510964	-0.50348878	2.5945761	-2.029557	4	3	0	0.81390691	-1	-0.43572849	0.0046400488	-0.26386139	0.16445385	-0.18764602	0	5.4780002	1	0.46716022	-1.4671602	0.29996979	0.37407082	61.901505	9.0208454	0	0	0	19.760618	0	11.908636	0	27.133842	0.87116295	0.12883703	0	85.654289	39.042477	39.042477	0	0	42.683342	1.4640081	32.983234	0	9.5567245	0	14.960114	10.671752	12.7423	6.37115	27.133842	0	0	14.708499	27.133842	2.51	0.462	4	12	16	0	2	1	0	0	3.247	1.654	2.025	2.829	5.63	3.323	0.583	50.845	133.835	0	95.666	0	0	10	109	1.502	0.592	0.337	3.48	-0.014	0.003	-0.046	0.016	0.172	0.019	-0.169	0.013	-0.028	0.907	0.672	0.655	2.481	0.485	1.372	0.525	1.287	0.884	1.422	0.589	0.501	0.212	0.057	0.036	0.016	0.015	0.008	0.013	0.492	0.014	3.844	0.899	3.44	1	1.124	0.627	0.208	0	0	0	0	0	0	1	0	0	7	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.823	5.187	4.048	0	1	1	1	1	1	1	0	0	0	1	0	0	4.97	-4.88
0.80000001	0	0	1	2	1.8374848	-0.28730136	2.3463197	-2.1470768	0	2	0	0.90310264	0	-0.43568385	-0.0088050673	-0.33122537	0.053935751	-0.15185234	0	-1.159	1	1.4401126	-1.4401126	0.2326338	0.18407115	0	67.79892	17.890114	24.790518	0	0	0	24.932074	13.566921	0	0.47772589	0.21463618	0.30763793	38.498993	38.498993	93.679588	55.180592	0	3.1243138	29.998583	16.78553	0	26.618963	0	19.909843	19.909843	2.7567475	2.3279202	27.133842	0	0	66.371155	38.498993	2.78	0	3	0	8	4	2	1	0	0	0.979	2.185	1.674	2.037	4.441	0.971	0.608	22.521	26.992	0	41.667	0	0	10	3	1.195	0.563	0.271	0	-0.461	0.334	-0.378	-0.546	0.355	-0.454	0	-0.444	0.322	1.092	0.484	1.426	0	1.397	0	1.428	1.712	0	0	1.338	1.377	0.179	0.059	0.032	0	0	0	0	0.461	0	3.789	0.716	1.39	0	1.519	1.924	0.061	6.806	13.245	0	0	2.858	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0.022	0.403	-2.066	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26	-0.9
0.94999999	1	0	0	2	1.6429806	-0.19072445	2.7918363	-2.4970944	4	3	1	0.85174239	0	-0.31016868	0.085921682	-0.33413425	0.018506758	-0.10230702	0	1.983	1	0.94945037	-0.94945037	0.27788341	0.28404117	0	44.551136	0	0	0	0	0	11.365152	27.133842	0	0.73907691	0.15598726	0.10493583	38.498993	38.498993	64.398056	25.899061	0	36.0215	10.802089	47.724434	0	4.4107962	0	0	40.432297	0	0	58.518353	0	11.365152	39.065685	69.883507	2.55	0	1	0	18	2	2	0	0	0	1.968	2.903	2.623	2.21	5.025	2.245	0.58	0	55.344	0	0	0	0	0	2	1.08	0.671	0.379	1.541	-0.076	0.081	-0.17	-0.108	0.189	-0.277	0.514	-0.108	-0.205	0.558	0.604	0.654	7.982	1.21	0.11	1.307	0.791	0.108	0.216	0.613	0.871	0.313	0.088	0.042	0.03	0	0	0	0.659	0	7.882	0.886	2.03	0	8.789	5.211	0.154	0	4.95	0	0	2.858	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0.512	1.138	2.808	0	0	1	0	1	0	1	0	1	1	1	0	0	3.05	-3.78
0.039999999	0	0	1	1	1.9157586	-0.53148884	2.7524307	-2.389118	5	4	4	0.97816336	-2	-0.5102309	0.031668425	-0.45628798	0.095875978	-0.21454507	0	0.87900001	1	1.5599923	-3.5599923	0.16719377	0.15402868	29.416998	8.9080906	28.436232	6.6995511	35.569111	19.760618	0	5.6825762	27.133842	54.267685	0.6243571	0.27332705	0.10231584	160.43086	87.084099	119.68272	32.598614	0	103.37743	16.569897	105.75993	0	3.185575	4.4107962	3.1243138	18.01075	17.907436	0	81.401527	0	5.6825762	55.316059	87.084099	3	0.185	4	5	14	2	6	2	1	0	3.936	1.673	1.422	3.23	5.361	2.935	0.609	140.651	0	0	0	0	0	20	108	1.162	0.593	0.34	3.831	-0.052	-0.037	0.07	-0.05	0.21	-0.024	0.034	0.007	-0.223	1.06	1.19	0.72	0.762	0.832	0.957	0.89	1.159	0.921	0.909	0.71	0.716	0.241	0.103	0.03	0.016	0.018	0.012	0.006	0.597	0.024	3.523	0.939	5.87	1	5.181	6.386	0.129	1.992	27.831	10.342	0	50.938	5.495	2	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	2	1	1	0	0	0	0	1	0	0	0	2	0	4	0	0	0	3	0	0	0	0	0	0	0	2	0	0	2	0	0	-0.159	0.876	-0.801	0	0	0	0	0	0	0	0	0	0	1	0	0	1.27	-3.4
0.85000002	0	0	1	3	1.5493978	-0.56702656	2.3651617	-1.8865031	1	0	0	0.84823292	0	-0.48735425	0.10398111	-0.34610644	0.20380715	-0.20793021	1	0.58859003	1	1.0535775	-1.0535775	0.22759707	0.22495781	0	13.399102	33.57169	15.681574	53.22747	0	11.365152	11.365152	0	0	0.87698269	0.051692408	0.0713249	75.957771	11.365152	27.046726	15.681574	0	98.691559	67.14212	0	0	0	0	67.14212	0	0	16.356703	22.730305	0	53.22747	49.253262	75.957771	2.4	0.81	4	17	11	7	0	0	0	0	2.318	1.677	1.796	1.619	1.903	2.023	0.587	0	136.29	0	0	72.401	0	0	73	1.629	0.521	0.265	2.578	0.051	0.131	-0.301	-0.246	0.282	0.051	-0.548	0.051	0.131	1.066	0.679	0.919	1.454	0.919	1.454	0.919	1.203	1.295	1.454	1.066	0.919	0.19	0.05	0.034	0.012	0.015	0.01	0.012	0.468	0.001	3.098	1	4.57	1	3.509	0.666	0.201	41.38	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.956	2.703	1.017	0	0	0	0	0	0	1	0	1	0	1	0	1	1.21	-2.42
0.19	0	0	1	0	1.8795931	-0.52409023	2.8379192	-2.2774563	3	3	2	0.93256491	0	-0.48088312	0.14178453	-0.4216207	0.21235505	-0.20231417	0	1.859	1	2.629935	-2.629935	0.16696732	0.2070227	102.53214	35.81905	18.041691	8.458519	0	0	0	41.408482	13.566921	27.133842	0.63927341	0.25753447	0.10319214	82.109245	82.109245	115.0098	32.900558	0	81.829155	23.937149	55.207241	36.879158	35.869385	0	61.665871	75.33046	10.353119	7.4125876	46.383339	17.742489	17.742489	45.548145	64.125832	2.96	0.353	7	12	15	4	3	1	0	0	2.774	1.377	1.193	3.469	6.835	2.965	0.613	68.052	313.577	0	0	124.173	0	70	324	1.353	0.523	0.277	4.164	-0.124	0.075	-0.014	-0.083	-0.046	-0.184	-0.084	-0.186	0.142	0.636	0.753	0.911	1.305	1.018	1.192	0.948	0.905	1.052	1.274	0.775	1.033	0.206	0.049	0.036	0.016	0.015	0.013	0.011	0.532	0.055	2.787	0.895	2.01	1	7.405	7.153	0.249	15.25	54.32	0	0	3.904	0	1	1	2	3	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0.966	-0.471	0.505	0	0	0	0	0	0	1	0	0	0	1	0	0	0.01	-4.16
