NOM;MOL_ID;CI;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m
Riboflavine;C17H19PO9N4;0.69;454.37;9.09;31.25;52.4;32.89;96.14;0.62;1.05;0.66;3.1;50;31;52;33;11;41;182;3;6;7;135;5;0;6;19;17;4;9;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;1;166;591309;195;431444;24;20115;1699;1913;223;72667;14;53;158559;170065;211;10853;22442.753;10757;44866.111;28545;23001;2636;5669;60441;127408;2202.98;119632;4.59;5318;10979;73724;5706;44762;32409;249281;21720;2095.353;2093.973;3076.42;2195.436;3147.141;1743;2164;2165;1515;2087;1468;6197;5229;70948;104662;148825;23201;8579;5064;6.42;943;611;334;164;101;857;672;324;10452;1469;28.78;114;1738;130;108;1805;2719;0;0;0;207955;0;0;0;238272;0;0;13;251;0;37;0;0;0;0;220;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;5118;5969;6.88;7.76;8675;9569;10486;11.39;12.31;142157;31;66;0;266;0;1266;0;6562;0;35856;33;50;62;81;113;134;159;183;205;189;3738;4324;4764;5272;5.86;6229;6608;7;7316;7406;125455;173833;1386;48378;61867;31213;23085;14369;14.78;11088;8546;7449;745;435;296;179;106;66;17215;10377;8113;5228;3374;2441;555;314;162;84;42;22;23335;15296;16185;11536;8876;7856;101557;3862;286683;3855;4158;4188;4175;4221;4207
Rifabutin ;C46H63O11N4;0.37;848.13;6.84;73.24;124.57;77.48;147;0.59;1;0.62;2.41;124;61;129;66;15;78;91;6;11;19;147;9;0;6;63;46;4;11;0;0;0;0;0;0;0;0;0;0;2;3;0;0;2;1;0;0;1;334;842;408;832;48;40923;1743;1956;156;135;28;121;377376;492.82;153;63171;99075;65429;159284;48364;47406;15031;8214;133986;352.05;9552.579;653666;3364;11542;85980;169872;50455;757109;33549;595885;862393;12678.665;12680.354;16651.922;12697.675;17558.908;1337;1592;1592;1223;1.59;1162;3214;7713;116694;272835;355775;46666;18106;8889;13852;979;606;365;187;107;0.75;2059;973;15951;2309;65197;382;6760;368;338;992;3104;0;0;156591;309435;0;0;281189;153032;0;0;22;411;0;0;0;0;0;0;454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;5814;6706;7637;8557;9498;10433;11383;12329;13285;212641;61;132;0;536;20;2604;266;13840;2574;77872;66;101;140;190;262;338;442;571;703;853;4369;4924;5448;5972;6.54;7004;7.46;7891;8277;8626;306512;413928;1.35;107417;122882;61142;44877;28645;27841;24063;19116;15.95;736;434;276;172;101;61;37251;21528;18401;13397;9709;6809;611;326;182;96;51;26;44877;28645;27841;24063;19116;15.95;181242;5543;800233;4297;4743;4935;4996;5094;5.12
Rifampicin ;C43H59O12N4;0.12;824.06;6.98;69.56;119.13;73.42;147.92;0.59;1.01;0.62;2.51;118;59;122;63;15;75;95;5;15;5;41;9;0;6;59;43;4;12;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;1;0;0;1;314;846;380;813;42;38843;1723;1932;0.16;132;26;115;362.4;470847;156;57893;94320;59507;156260;47.24;46.14;13890;8118;126.73;331325;9283.507;528947;3487;9969;78198;160.41;42996;597097;34672;606018;409467;11559.115;11560.796;15617.162;11578.136;16595.57;1479;1782;1782;1.34;1.78;1265;3.31;7686;119731;299393;341076;46226;18826;9405;14.75;959;602;368;185;104;0.75;1949;930;15763;2285;59553;374;5714;345;330;887;3102;0;0;81538;340761;0;0;148569;171466;0;0;24;486;0;0;0;0;0;0;548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;5753;6635;7548;8456;9378;10299;11.23;12.16;13098;206556;59;126;0;502;10;2400;140;12558;1386;69566;63;94;129;167;222;268;320;386;465;535;4331;4871;5386;5882;6423;6845;7249;7635;8013;8.31;281002;393011;1399;112008;118077;59141;43.67;27731;26258;23037;17567;14408;0.74;0.44;279;179;105;65;35491;20137;16541;12188;8163;5471;602;0.32;176;94;49;25;43.67;27731;26258;23037;17567;14408;176723;5444;741523;4263;4678;4893;4942;5042;5059
Ritodrine ;C17H22O3N;0.1;288.4;6.71;25.81;42.86;27.36;50.33;0.6;1;0.64;2.4;43;21;44;22;12;28;545;2;2;6;136;0;0;12;22;17;1;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;102;242;114;233;12;14216;1826;1968;265;45.5;6;28;97559;106095;303;4664;7722;4662;12472;21433;11.42;1114;5305;35916;66212;958;38.71;5243;3584;4606;42309;1546;8158;22489;156092;3444;931857;931922;1130.948;933135;1180.813;1609;1905;1905;1587;1902;1522;1898;4268;21712;45577;84239;15.67;7339;4653;5476;997;577;322;147;83;1;468;226;10762;1605;17052;78;590;74;17;665;2892;0;0;0;160136;0;0;0;0;0;0;0;17;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;4635;5434;6.26;7074;7901;8.72;9547;10369;11195;114134;21;44;0;160;0;692;0;3216;0;15484;22;29;34;37;44;38;34;30;30;30;3367;3892;4337;4756;5246;5028;4892;4813;4862;5062;73739;102047;1384;28309;41941;21222;15242;10059;8913;7109;4885;3.88;726;457;307;209;132;88;12236;7309;5572;3835;2449;1615;583;332;192;113;66;37;15242;10059;8913;7109;4885;3.88;62537;3412;143199;3192;3481;3472;3192;3091;3049
Ritonavir ;C37H48S2N6O5;0.090000004;721.05;7.36;60.25;97.96;64.59;114.5;0.61;1;0.66;2.29;98;50;101;53;25;67;415;4;4;18;178;3;0;22;48;37;6;5;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;248;616889;280;575333;27;34501;1852;1994;0.17;108;15;69;302179;430.76;202;45118;68590.889;46699;106787.778;43078;30093;10769;8791;96166;234826;10180.534;515254;7346;6802;66714;118615;12783;91864;82241;1045.576;26481;9298.554;9299.426;12587.363;9394.254;13376.363;1387;1592;1591;1187;1577;1119;2382;6867;61554;173607;270193;39551;19972;13119;15798;1051;576;322;164;85;1;1775;845;16.9;2464;74381;287;7188;342;86;744;3469;0;0;391.79;448244;0;0;0;0;0;0;126;214;114;0;0;0;0;0;72;103;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;5517;6.33;7177;8005;8854;9688;10537;11376;12226;182.71;50;106;0;390;20;1672;182;7670;1242;36516;53;71;85;102;113;114;122;137;141;152;4.22;4705;5104;5523;5746;5663;5803;6041;6116;6.31;158601;200552;1265;41951;100364;50131;36045;23977;21617;16647;12982;9473;721;452;304;196;127;84;30877;18568;14902;10077;6718;4138;618;0.35;0.21;119;66;37;36752;24886;22778;18074;14232;10.21;158956;5595;512584;4172;4501;4449;4459;4616;4638
Ropivacaine ;C17H27ON2;0.75;275.46;5.86;26.97;46.08;28.98;40.17;0.57;0.98;0.62;2.01;47;20;48;21;7;25;286;2;2;4;83;1;0;6;27;17;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;98;188;113;195;12;13523;1818;1966;272;42;6;30;87829;82.2;251;3408;4554;3317;5665;19684;10606;822;4326;35239;65156;704167;29842;3638;3584;2681;41825;1460;7882;18972;115849;3376;699.03;699.08;908.54;700835;964635;1925;2267;2266;1729;2.26;1627;1467;5625;13517;38268;76439;15212;7007;3691;5.33;1143;566;341;188;98;1;323;158;7.9;1.13;12.82;58;484;58;19;1113;2.39;0;0;0;135513;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;4595;5425;6282;7132;7994;8849;9713;10.57;11434;112993;20;42;0;154;0;690;0;3402;0;17562;21;28;36;44;50;44;42;41;40;35;3258;3726;4155;4568;4936;4836;4794;4954;5082;5008;73027;93899;1286;20872;40003;20.28;14535;9.63;8259;6783;5534;4163;727;459;295;188;126;83;13038;8002;6196;4635;3497;2387;652;381;221;129;79;48;14535;9.63;8259;6783;5534;4163;59342;3138;142833;3143;3436;3519;3418;3.32;3157
Rosiglitazone ;C18H18SO3N3;0.2;356.46;8.29;28.09;43.49;29.74;59.5;0.65;1.01;0.69;2.38;43;25;45;27;14;35;444;3;3;7;156;2;0;12;18;18;3;3;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;126;368444;143;341667;16;18087;1948;2062;235;54.5;7;33;124899;150.64;303;8116;13951.111;8466;24307.333;25161;11388;1883;6277;44495;85072;1547.867;103471;5911;5193;9223;52.65;2664;16576;24.09;211421;9413;1440.691;1440.895;2096.854;1499.067;2202.563;1274;1658;1657;1142;1597;1088;2063;4535;25282;45898;112096;17623;8259;4894;5822;973;574;325;168;86;1;668;313;12.52;2138;26266;113;941;94;10;553;3049;0;0;82.32;189109;0;0;0;0;0;0;24;66;22;0;0;0;0;0;21;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;4844;5659;6503;7331;8175;9009;9852;10689;11533;125595;25;54;0;198;10;858;112;3990;864;19244;27;36;44;53;59;52;57;60;64;66;3584;4078;4.5;4942;5367;5202;5413;5616;5851;6019;100351;139885;1394;39533;50828;25191;17648;12114;10743;8613;6852;5115;706;449;298;196;129;87;14.57;8758;6722;4685;3174;1928;583;324;187;106;0.06;33;18002;12522;11471;9333;7621;5677;80352;3907;188309;3521;3885;3732;3539;3503;3395
Salbutamol ;C13H22O3N;0.40000001;240.36;6.16;21.81;38.86;23.36;42.58;0.56;1;0.6;2.5;39;17;39;17;6;20;353;1;1;5;128;0;0;6;22;13;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;82;190;90;168;10;9.94;1606;1794;317;37.5;6;22;70861;65882;286;2197;3560;1979;4842;17169;11817;560;4118;28041;49662;492667;0;3575;1792;1788;32979;768;3064;21478;104876;1225;470667;470711;593628;471382;623477;2393;2865;2865;2.33;2861;2229;1.93;4;21514;49356;64732;14127;5602;4.44;4655;1048;592;302;134;79;0.8;238;124;7294;1253;11287;47;321;38;44;1855;2257;0;0;0;61878;0;0;0;0;0;0;0;17;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;4419;5198;6061;6868;7727;8544;9401;10224;11078;103521;17;34;0;130;0;580;0;2762;0;13624;17;24;25;27;33;30;24;20;19;10;3045;3.57;3937;4342;4822;4808;4709;4444;4427;4202;49703;62089;1249;12386;32858;17288;13052;7832;7795;5082;3434;2806;768;461;325;203;127;85;10772;5.94;5661;2826;1676;1.17;634;349;236;113;62;35;13052;7832;7795;5082;3434;2806;49278;2.77;105474;2962;3308;3.26;3096;3044;2865
Saquinavir ;C38H51O5N6;0.050000001;671.95;6.72;59.97;99.63;63.44;114.25;0.6;1;0.63;2.33;100;49;104;53;21;65.5;321;5;7;13;125;4;0;17;51;38;6;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;0;2;256;596;295;578;33;34501;1867;2022;0.17;106;17;77;291199;388245;189;40607;61783;42739;97275;41856;29421;9512;8088;98509;238427;8440.505;575301;6497;8902;54001;121965;15760;143253;61256;763534;67971;8306.094;8306.679;10725.951;8326.4;11374.3;1277;1453;1453;1125;1.45;1061;2626;6836;69734;170574;266366;36601;16354;10178;12216;999;587;319;174;101;0.9;1578;737;15041;2127;62.24;260;6284;301;91;1055;3252;0;0;0;840.45;0;0;0;551721;0;0;103;181;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;5549;6382;7265;8118;9002;9865;10.75;11619;12505;183054;49;106;0;406;0;1846;0;9094;0;46836;53;75;92;120;155;165;189;217;240;234;4197;4.71;5.13;5619;6123;6284;6606;6892;7205;7.03;196215;262557;1338;66342;99502;49145;35131;23357;22348;16671;14111;11667;717;441;298;181;118;75;28861;17654;15075;10126;7765;6064;589;333;201;0.11;65;39;35131;23357;22348;16671;14111;11667;145499;5369;532756;4055;4423;4462;4493;4587;4635
S_Ketoprofen;C16H13O3;0.38999999;253.29;7.92;21.42;32.23;22.31;50.67;0.67;1.01;0.7;2.67;32;19;33;20;14;28;0.6;2;2;4;121;2;0;12;13;16;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;94;292;108;261;12;12.83;1.81;1965;279;41;6;28;81983;76211;261;3018;5696;2936;9980;18869;10249;724;4234;33277;60.35;596;26553;3343;3584;2349;39338;1188;5733;18.59;111267;2784;574333;574356;617673;574456;626541;1885;2368;2368;2243;2367;2.22;2815;5228;25875;42694;74711;13039;5493;2888;3.77;898;578;0.34;164;85;1;304;149;7842;1235;12327;54;422;49;19;1144;2484;0;0;0;128564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;4554;5.38;6229;7074;7928;8.78;9637;10491;11349;110421;19;40;0;148;0;664;0;3220;0;16240;20;27;34;39;46;43;46;42;36;32;3367;3912;4443;4929;5.43;5483;5839;5968;6124;6326;65021;94874;1459;29853;37956;19289;13828;9092;8047;6687;4811;3715;728;455;298;197;123;81;10468;5984;4346;3025;1836;1.2;551;299;161;89;47;26;13828;9092;8047;6687;4811;3715;56285;3061;132478;3091;3405;3455;3.32;3232;3044
SR49059_relcovaptan;C28H27Cl2O7N3S;0.31;620.55;9.13;44.83;69.81;47.46;107.22;0.66;1.03;0.7;2.62;68;41;72;45;22;58;0.4;5;6;7;97;4;0;18;27;28;3;7;0;1;0;2;0;0;0;2;0;0;2;3;0;0;1;0;0;0;3;228;599654;284;535222;35;28.55;1809;2006;187;91167;18;82;222183;230683;158;20014;33182.988;20611;55930.346;34.81;26498;4729;5767;88862;206573;3809.177;308;3022;8.56;19136;111119;9978;78486;41057;416831;54117;3432.402;3431.286;5036.573;3836.372;5015.942;1601;2199;2.2;1514;1957;1528;5505;7489;88496;147602;217.66;29792;11188;4814;8.13;986;599;377;213;121;857;906;425;10366;1448;39904;148;3390;200;110;903;2692;0;0;185463;346713;0;0;169425;0;0;0;12;108;11;0;0;42;0;0;134;24;0;0;111;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;45;5434;6344;7292;8235;9196;10154;11123;12091;13065;168933;41;90;0;366;20;1824;252;10030;2430;58400;45;69;101;145;197;243;304;358;397;439;4078;4714;5274;5838;6.4;6704;7108;7429;7747;8078;157706;218859;1388;61152;83191;41215;29.69;19.46;18504;16265;14197;11784;724;432;268;161;98;0.06;24411;14797;12378;9871;7759;5761;595;329;179;98;54;29;30.94;20826;20565;18156;16136;13914;137186;4344;478786;4129;4.53;4737;4915;4984;5044
Stavudine;C10H12O4N2;0.23999999;224.24;8.01;17.02;28.93;17.64;45.17;0.61;1.03;0.63;2.82;28;16;29;17;4;21;0;2;2;2;69;4;0;0;12;10;2;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;82;272;96;241;12;10751;1778;1958;305;37;6;23;63.54;54125;264;1824;3637;1738;6480;15886;9086;433;3608;27851;47736;331767;17.47;2443;3401;1222;32613;763;3265;12826;71571;1896;341107;341194;561785;342263;613723;1936;2446;2446;1496;2438;1.37;2191;4505;26789;32358;64;11169;4273;2.13;2983;862;587;353;176;95;0.8;227;111;6938;953;8891;38;258;42;18;1;2227;0;0;41692;50608;0;0;0;0;0;0;0;20;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;4419;5263;6138;7004;7882;8755;9634;10509;11389;103991;16;34;0;130;10;592;98;2930;720;15194;17;24;31;38;44;44;39;35;30;19;3091;3526;3912;4248;4511;4663;4654;4654;4663;4248;53327;64033;1201;10706;31931;16352;11707;7613;6915;5854;4418;3298;732;448;288;189;116;75;8713;4883;3611;2405;1526;934;545;287;0.15;78;0.04;21;11707;7613;6915;5854;4418;3298;49304;2748;106589;3.02;3392;3365;3205;2938;2658
Sufentanil ;C22H31SN2O2;0.66000003;387.62;6.68;34.77;57.25;37.61;54.25;0.6;0.99;0.65;2.01;58;27;60;29;12;35.5;379;3;3;8;133;1;0;11;31;22;2;2;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;136;276444;159;268667;17;19356;1.94;2048;227;57;7;41;132795;140222;233;8030;11133.778;8208;15433;25811;11419;1893;5393;50551;101883;1545;95896;3727;5193;7661;60948;2665;13861;31144;256181;7851;1607.893;1608.01;2142.076;1638.198;2259.751;1624;1894;1894;1426;1864;1351;1.49;5919;17397;52678;120382;20347;9699;4912;7309;1133;0.56;0.34;197;105;857;582;276;10222;1621;26.23;94;1248;110;18;1085;2732;0;0;92871;200681;0;0;0;0;0;0;4;14;12;0;0;0;0;0;5;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;4.92;5765;6645;7517;8.41;9293;10193;11081;11984;131808;27;58;0;214;10;970;84;4870;522;25988;29;39;52;68;79;79;85;88;80;80;3597;4056;4501;4961;5185;5169;5404;5604;5.48;5575;93249;117807;1263;24558;54751;27227;19115;13182;11093;9429;7875;6012;708;455;284;181;116;76;17341;10957;8669;6805;5148;3749;642;378;222;131;76;47;19468;13636;11703;10064;8439;6.29;86507;3798;227105;3565;3866;3851;3954;4022;3844
Sulindac ;C20H16SO3F;0.47;355.43;8.67;27.82;41.58;29.42;66.72;0.68;1.01;0.72;2.67;41;25;43;27;16;37;444;3;4;4;93;4;0;12;16;20;0;3;0;1;1;0;0;0;0;1;0;0;1;2;0;0;1;0;0;0;2;132;392444;156;334333;19;17224;1807;1992;241;54.5;10;40;119387;121.36;237;6372;11604.111;6380;20385.333;23.96;15661;1517;5057;47.13;92194;1172.264;78363;3.48;5159;5806;56591;2909;18269;21512;164289;11060;1105.958;1105.104;1258.99;1161.468;1251.111;1638;2.22;2221;2017;2136;2031;2861;5.64;36549;61376;110096;17321;6778;3473;4696;1029;592;334;181;112;1;500;239;9.56;1462;21974;84;934;93;42;1157;2649;0;0;54247;142116;0;0;101932;0;0;0;0;0;0;0;0;0;0;0;24;22;0;26;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;4.89;5746;6645;7532;8439;9339;10251;11159;12074;128076;25;54;0;210;10;972;140;4898;1350;25964;27;39;51;69;91;100;112;121;122;119;3638;4263;4832;5435;6028;6374;6813;7.21;7592;7.9;95548;142588;1492;47.04;50533;25246;18137;11863;11323;8851;7368;6349;725;439;0.29;174;107;0.07;14623;9263;7286;5228;3562;2499;585;343;187;103;52;27;17556;12213;11547;9147;7577;6401;81217;3552;209007;3559;3842;3847;3757;3793;3631
Sulindac SULFIDE;C20H16SFO2;0.81;339.43;8.49;27.3;40.25;28.97;60.33;0.68;1.01;0.72;2.51;40;24;42;26;15;35;462;3;4;4;95;3;0;12;16;20;0;2;0;1;1;0;0;0;0;1;0;0;1;2;0;0;1;0;0;0;2;126;356444;149;330333;18;16819;1846;2015;244;51.5;9;38;112596;111667;236;5658;9807.444;5677;16193.333;23084;13825;1340;4855;45047;87091;1034.707;71937;3247;5159;4920;53973;2651;16425;19409;146704;9833;998167;997.36;1116.937;1035.883;1120.685;1654;2199;2201;2027;2139;2025;2829;5.63;27851;49543;104039;16543;6665;3323;4594;1011;583;335;186;117;1;477;227;9458;1413;20556;77;832;98;31;1152;2657;0;0;50845;133835;0;0;95666;0;0;0;0;0;0;0;0;0;0;0;0;22;0;14;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;4844;5.7;6597;7485;8391;9293;10206;11115;12031;125664;24;52;0;200;10;922;140;4640;1350;24602;26;37;49;67;89;96;108;117;114;109;3584;4205;4783;5395;5995;6315;6748;7.17;7507;7795;92598;139078;1502;46.48;48696;24258;17267;11.49;10593;8561;7153;6261;719;442;286;175;107;0.07;14215;8763;6536;4.94;3395;2415;592;337;177;101;51;27;16751;11654;10452;8711;7254;6269;76.54;3491;197667;3453;3783;3788;3693;3763;3595
Theophylline ;C7H8O2N4;0.80000001;180.19;8.58;13.19;21.83;13.45;36.17;0.63;1.04;0.64;2.78;21;13;22;14;4;18;0;2;3;0;0;4;0;0;8;7;4;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;70;231;86;226;12;8671;1733;1948;0.34;30;6;22;45065;32462;236;922;1859;849;3102;12404;7224;211;2705;22894;36833;148.69;9571;979;3367;444;26.6;562;2437;6462;32134;1268;161.5;161524;255378;162213;280303;2185;2.83;2.83;1831;2818;1674;2037;4441;19764;20535;48106;8257;2568;971;1631;814;608;396;198;89;0.25;122;59;4538;497;5041;26;84;13;17;808;996;0;0;22521;26992;0;0;41667;0;0;0;10;20;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4263;5153;6057;6961;7867;8774;9681;10587;11494;97837;13;28;0;112;10;544;98;2912;756;16448;14;21;30;37;40;39;30;24;12;3;2944;3466;4007;4407;4605;4727;4543;4304;3.85;2565;43877;52419;1195;8542;25929;13495;9585;6126;5695;5464;4.06;2704;737;438;271;182;0.11;68;7313;3801;2888;2106;1344;706;563;271;138;0.07;36;18;9585;6126;5695;5464;4.06;2704;40062;2355;84028;2852;3255;3.33;3051;1999;0
Thiopental ;C11H18SN2O2;0.94999999;242.38;7.13;19.88;34;21.66;40.75;0.58;1;0.64;2.55;34;16;34;16;3;19;0;1;1;4;118;3;0;0;18;11;2;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;78;192444;94;183667;10;9246;1587;1782;329;35;6;29;62145;49.75;237;1546;2470.444;1334;3112.333;15496;10693;398;3317;27486;48427;342;0;1968;1792;1005;32594;616;2172;19.04;85.17;936;354777;354793;423447;359407;437355;2903;3218;3218;2709;3184;2623;2.21;5025;22657;51042;58;13429;5129;2245;4305;1137;0.58;385;213;84;1;182;96;6;0.75;8.5;32;284;42;43;1656;2022;0;0;0;55344;0;0;0;0;0;0;0;8;0;0;0;0;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;4369;5242;6151;7047;7964;8867;9786;10692;11611;103728;16;32;0;124;0;608;0;3364;0;19732;16;23;32;38;34;32;16;12;4;2;2996;3401;3761;4094;3.85;4025;3135;3045;1946;1609;44329;47863;1.08;3534;30847;16377;12345;7484;6534;5598;4946;2324;772;468;284;175;0.13;68;10.74;6063;4.66;3589;2546;1189;671;379;203;112;67;35;12845;7773;6943;5834;5.3;2544;49765;2502;104697;2996;3424;3611;3.68;2909;2773
Ticarcillin  ;C15H14S2N2O6;0.039999999;382.45;9.81;25.82;40.62;27.6;75.08;0.66;1.04;0.71;3;39;25;41;27;9;33.5;185;3;4;5;122;4;0;5;14;15;2;6;0;2;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;138;444889;169;360667;22;16531;1714;1937;246;57;12;40;118821;117.92;229;6196;11788.222;6189;21533.556;23765;17387;1474;4913;47638;93336;1234;82.49;3936;4554;5439;57317;2362;12639;29603;195711;8219;1209.809;1209.866;1670.528;1281.949;1731.354;1673;2.02;2.02;1.47;1903;1422;3.23;5361;56019;87807;110096;18214;6294;2935;4585;1.02;609;365;0.21;97;833;466;223;8.92;1296;19.03;85;823;66;69;1003;2483;0;50983;140651;0;92287;0;0;0;0;0;3;48;16;0;0;0;0;0;93;76;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;4934;5826;6777;7694;8649;9579;10537;11476;12436;129909;25;54;0;230;20;1170;238;6510;2196;38194;27;42;58;81;88;103;104;99;106;108;3541;4065;4459;4949;5008;5211;5359;5171;5316;5515;88.02;102303;1162;14283;49787;25252;18516;11648;11806;9139;8.57;5579;741;431;281;158;106;63;14827;9183;8895;6592;5402;3.51;593;0.34;212;114;67;0.04;19223;12528;13097;10.44;10183;6971;83067;3462;213838;3625;4074;3998;4227;4008;3558
